Experiment ID,Drug,Bin [1 sec],Distance_moved [mm],Velocity [mm/s],Moving [s],Not_Moving [s]
0,Bemcentinib_1A04,1:00:00-1:01:00,71.83431111111112,1.1972382222222224,15.915555555555557,44.08444444444444
0,Bemcentinib_1A04,1:01:00-1:02:00,108.06582222222222,1.8010958888888888,23.386666666666667,36.61333333333333
0,Bemcentinib_1A04,1:02:00-1:03:00,109.50144444444445,1.82746,23.92,36.080000000000005
0,Bemcentinib_1A04,1:03:00-1:04:00,107.61258888888888,1.7935433333333333,24.426666666666666,35.57333333333334
0,Bemcentinib_1A04,1:04:00-1:05:00,106.22954444444446,1.7704921111111112,23.231111111111108,36.76888888888889
0,Bemcentinib_1A04,1:05:00-1:06:00,105.97686666666667,1.768636888888889,22.968888888888888,37.031111111111116
0,Bemcentinib_1A04,1:06:00-1:07:00,97.68797777777779,1.6281346666666667,22.12,37.88
0,Bemcentinib_1A04,1:07:00-1:08:00,104.61614444444444,1.743601,22.995555555555555,37.004444444444445
0,Bemcentinib_1A04,1:08:00-1:09:00,87.33554444444445,1.457537,19.35111111111111,40.64888888888889
0,Bemcentinib_1A04,1:09:00-1:10:00,80.10117777777778,1.3350176666666667,17.324444444444442,42.675555555555555
0,Bemcentinib_1A04,1:10:00-1:11:00,16.87518,0.2812531111111111,3.017777777777778,56.98222222222223
0,Bemcentinib_1A04,1:11:00-1:12:00,4.548365555555556,0.07590727777777778,0.5822222222222222,59.41777777777778
0,Bemcentinib_1A04,1:12:00-1:13:00,4.859602,0.08099341666666666,0.41333333333333333,59.586666666666666
0,Bemcentinib_1A04,1:13:00-1:14:00,3.5761486666666666,0.05968199777777778,0.2088888888888889,59.791111111111114
0,Bemcentinib_1A04,1:14:00-1:15:00,4.315676,0.07192795555555556,0.37333333333333335,59.626666666666665
0,Bemcentinib_1A04,1:15:00-1:16:00,6.764199333333334,0.11273654333333333,0.44,59.559999999999995
0,Bemcentinib_1A04,1:16:00-1:17:00,4.86137,0.081131,0.5244444444444444,59.47555555555555
0,Bemcentinib_1A04,1:17:00-1:18:00,6.558108888888889,0.10930173888888889,0.7999999999999999,59.199999999999996
0,Bemcentinib_1A04,1:18:00-1:19:00,10.765658666666667,0.17942759444444445,1.8533333333333333,58.146666666666675
0,Bemcentinib_1A04,1:19:00-1:20:00,9.745928555555556,0.16264885666666667,1.4933333333333334,58.50666666666666
0,Bemcentinib_1A04,1:20:00-1:21:00,62.85549999999999,1.0475904444444444,13.24,46.760000000000005
0,Bemcentinib_1A04,1:21:00-1:22:00,100.52517777777777,1.67542,21.786666666666665,38.21333333333334
0,Bemcentinib_1A04,1:22:00-1:23:00,107.68388888888889,1.797128888888889,23.764444444444443,36.23555555555556
0,Bemcentinib_1A04,1:23:00-1:24:00,104.24157777777778,1.7373605555555556,24.537777777777777,35.46222222222222
0,Bemcentinib_1A04,1:24:00-1:25:00,111.08444444444444,1.8514077777777775,25.75111111111111,34.24888888888889
0,Bemcentinib_1A04,1:25:00-1:26:00,111.08643333333333,1.8539133333333335,25.364444444444445,34.635555555555555
0,Bemcentinib_1A04,1:26:00-1:27:00,110.1599888888889,1.8360011111111112,24.73777777777778,35.26222222222222
0,Bemcentinib_1A04,1:27:00-1:28:00,102.0589111111111,1.7032544444444444,22.84888888888889,37.15111111111111
0,Bemcentinib_1A04,1:28:00-1:29:00,85.80401111111111,1.4300657777777779,19.288888888888888,40.71111111111111
0,Bemcentinib_1A04,1:29:00-1:30:00,75.79094333333333,1.2631822000000001,16.857777777777777,43.14222222222222
0,Bemcentinib_1A04,1:30:00-1:31:00,26.267903333333333,0.43838264444444447,5.217777777777778,54.78222222222222
0,Bemcentinib_1A04,1:31:00-1:32:00,8.228821111111111,0.1371471333333333,1.5155555555555555,58.48444444444445
0,Bemcentinib_1A04,1:32:00-1:33:00,4.82758,0.0804596888888889,0.35555555555555557,59.64444444444444
0,Bemcentinib_1A04,1:33:00-1:34:00,7.792303777777779,0.13004508555555558,1.391111111111111,58.60888888888889
0,Bemcentinib_1A04,1:34:00-1:35:00,4.956608666666666,0.08260999333333334,0.48000000000000004,59.519999999999996
0,Bemcentinib_1A04,1:35:00-1:36:00,2.9792264444444445,0.049653748888888884,0.05333333333333333,59.946666666666665
0,Bemcentinib_1A04,1:36:00-1:37:00,4.209168666666667,0.07024650111111112,0.2488888888888889,59.75111111111111
0,Bemcentinib_1A04,1:37:00-1:38:00,5.361419000000001,0.08935691777777778,0.6755555555555556,59.32444444444444
0,Bemcentinib_1A04,1:38:00-1:39:00,4.814825555555555,0.08024703333333333,0.4488888888888889,59.55111111111111
0,Bemcentinib_1A04,1:39:00-1:40:00,4.7018088888888885,0.07846823333333333,0.23111111111111113,59.76888888888888
0,Bemcentinib_1A04,1:40:00-1:41:00,71.06827111111112,1.1844685666666668,15.302222222222222,44.69777777777778
0,Bemcentinib_1A04,1:41:00-1:42:00,88.5312888888889,1.477491111111111,19.924444444444443,40.07555555555555
0,Bemcentinib_1A04,1:42:00-1:43:00,111.46126666666666,1.8576868888888889,25.119999999999997,34.88
0,Bemcentinib_1A04,1:43:00-1:44:00,114.07541111111111,1.9012544444444446,26.137777777777778,33.86222222222222
0,Bemcentinib_1A04,1:44:00-1:45:00,110.22252222222222,1.8394956666666669,24.55111111111111,35.44888888888889
0,Bemcentinib_1A04,1:45:00-1:46:00,108.69387777777779,1.8115657777777778,23.146666666666665,36.85333333333333
0,Bemcentinib_1A04,1:46:00-1:47:00,103.10455555555556,1.7184066666666666,22.582222222222224,37.41777777777778
0,Bemcentinib_1A04,1:47:00-1:48:00,93.75462222222222,1.5646626666666665,20.933333333333334,39.06666666666667
0,Bemcentinib_1A04,1:48:00-1:49:00,98.76095555555555,1.6460156666666665,22.124444444444446,37.87555555555556
0,Bemcentinib_1A04,1:49:00-1:50:00,93.22011111111111,1.5536665555555556,20.475555555555555,39.52444444444444
0,Bemcentinib_1A04,1:50:00-1:51:00,19.675374444444444,0.3283607777777778,3.6133333333333337,56.38666666666667
0,Bemcentinib_1A04,1:51:00-1:52:00,8.033118111111111,0.13388524444444444,1.04,58.96
0,Bemcentinib_1A04,1:52:00-1:53:00,5.8601277777777785,0.09779923333333333,0.4,59.599999999999994
0,Bemcentinib_1A04,1:53:00-1:54:00,5.7155365555555555,0.09525896444444444,0.28,59.72
0,Bemcentinib_1A04,1:54:00-1:55:00,7.758340666666665,0.12930578888888888,0.6666666666666666,59.333333333333336
0,Bemcentinib_1A04,1:55:00-1:56:00,6.727475,0.11227444444444444,0.6488888888888888,59.35111111111111
0,Bemcentinib_1A04,1:56:00-1:57:00,13.830908444444443,0.23051537777777778,3.275555555555555,56.724444444444444
0,Bemcentinib_1A04,1:57:00-1:58:00,14.086891555555557,0.23478188555555557,3.6222222222222222,56.37777777777777
0,Bemcentinib_1A04,1:58:00-1:59:00,15.248297555555556,0.2544780033333333,3.4622222222222225,56.537777777777784
0,Bemcentinib_1A04,1:59:00-2:00:00,16.05254122222222,0.2675425344444445,4.004444444444444,55.995555555555555
0,Bemcentinib_1A04,2:00:00-2:01:00,66.98596444444445,1.1164331111111112,14.595555555555556,45.404444444444444
0,Bemcentinib_1A04,2:01:00-2:02:00,103.7302111111111,1.7311463333333335,23.342222222222222,36.65777777777778
0,Bemcentinib_1A04,2:02:00-2:03:00,107.7669,1.7961155555555557,24.537777777777777,35.462222222222216
0,Bemcentinib_1A04,2:03:00-2:04:00,108.24807777777778,1.8041355555555556,24.426666666666666,35.57333333333333
0,Bemcentinib_1A04,2:04:00-2:05:00,105.19436666666667,1.755581111111111,22.45777777777778,37.54222222222222
0,Bemcentinib_1A04,2:05:00-2:06:00,100.5924888888889,1.6765433333333333,22.10222222222222,37.897777777777776
0,Bemcentinib_1A04,2:06:00-2:07:00,98.61064444444445,1.645704111111111,21.355555555555554,38.644444444444446
0,Bemcentinib_1A04,2:07:00-2:08:00,99.70819999999999,1.6618021111111112,21.75111111111111,38.24888888888889
0,Bemcentinib_1A04,2:08:00-2:09:00,92.39295888888888,1.539883222222222,21.186666666666667,38.81333333333333
0,Bemcentinib_1A04,2:09:00-2:10:00,93.84887777777777,1.5662351111111112,21.52,38.48
0,Bemcentinib_1A04,2:10:00-2:11:00,23.028655555555556,0.3838110555555556,4.248888888888889,55.75111111111111
0,Bemcentinib_1A04,2:11:00-2:12:00,24.828228888888887,0.4138039888888889,4.875555555555555,55.12444444444444
0,Bemcentinib_1A04,2:12:00-2:13:00,32.32851666666667,0.5395273,7.404444444444445,52.595555555555556
0,Bemcentinib_1A04,2:13:00-2:14:00,23.989965666666667,0.3998335211111111,5.746666666666666,54.25333333333333
0,Bemcentinib_1A04,2:14:00-2:15:00,25.72611777777778,0.4287680555555555,5.053333333333334,54.946666666666665
0,Bemcentinib_1A04,2:15:00-2:16:00,27.999902222222218,0.46728737777777785,5.328888888888889,54.67111111111112
0,Bemcentinib_1A04,2:16:00-2:17:00,25.909658222222223,0.43182837777777777,4.804444444444444,55.19555555555556
0,Bemcentinib_1A04,2:17:00-2:18:00,36.47445777777778,0.6079077888888889,7.111111111111111,52.888888888888886
0,Bemcentinib_1A04,2:18:00-2:19:00,33.04594011111111,0.5515015255555555,6.96,53.04
0,Bemcentinib_1A04,2:19:00-2:20:00,20.862106999999998,0.3477024344444445,3.6044444444444443,56.39555555555555
0,Bemcentinib_1A04,2:20:00-2:21:00,100.24514444444445,1.672983111111111,22.435555555555553,37.56444444444444
0,Bemcentinib_1A04,2:21:00-2:22:00,112.61524444444444,1.876919777777778,24.275555555555556,35.724444444444444
0,Bemcentinib_1A04,2:22:00-2:23:00,114.14981111111112,1.9024953333333334,25.493333333333332,34.50666666666667
0,Bemcentinib_1A04,2:23:00-2:24:00,116.7059888888889,1.9476955555555557,25.924444444444443,34.07555555555555
0,Bemcentinib_1A04,2:24:00-2:25:00,115.86122222222222,1.9310200000000002,25.693333333333335,34.306666666666665
0,Bemcentinib_1A04,2:25:00-2:26:00,119.02100000000002,1.9836811111111112,26.977777777777778,33.02222222222222
0,Bemcentinib_1A04,2:26:00-2:27:00,112.2255888888889,1.8729237777777779,25.026666666666667,34.97333333333333
0,Bemcentinib_1A04,2:27:00-2:28:00,92.13037777777778,1.5355068888888888,19.835555555555555,40.16444444444445
0,Bemcentinib_1A04,2:28:00-2:29:00,99.50343333333333,1.6583904444444444,20.90222222222222,39.09777777777778
0,Bemcentinib_1A04,2:29:00-2:30:00,83.52336666666666,1.3939153333333332,18.831111111111113,41.16888888888889
0,Ciclesonide_1A08,0:00:00-0:01:00,157.1091,2.623732,36.70666666666667,23.173333333333332
0,Ciclesonide_1A08,0:01:00-0:02:00,171.53673333333333,2.8627656666666663,41.062222222222225,18.93777777777778
0,Ciclesonide_1A08,0:02:00-0:03:00,174.94446266666668,2.9157380777777777,38.84444444444445,21.155555555555555
0,Ciclesonide_1A08,0:03:00-0:04:00,153.42842222222222,2.560557222222222,38.05777777777777,21.94222222222222
0,Ciclesonide_1A08,0:04:00-0:05:00,160.2007277777778,2.670012444444444,38.60888888888889,21.391111111111112
0,Ciclesonide_1A08,0:05:00-0:06:00,166.42888222222223,2.7738161888888886,37.58222222222222,22.417777777777776
0,Ciclesonide_1A08,0:06:00-0:07:00,170.11644444444445,2.839058888888889,39.53333333333333,20.466666666666665
0,Ciclesonide_1A08,0:07:00-0:08:00,158.69594444444445,2.6449335555555553,38.24,21.76
0,Ciclesonide_1A08,0:08:00-0:09:00,155.17245555555553,2.5862101111111113,36.595555555555556,23.404444444444444
0,Ciclesonide_1A08,0:09:00-0:10:00,160.26551333333333,2.6746571444444442,35.68888888888889,24.311111111111114
0,Ciclesonide_1A08,0:10:00-0:11:00,148.7081788888889,2.4784685333333334,35.56,24.44
0,Ciclesonide_1A08,0:11:00-0:12:00,144.85299777777777,2.4142183,33.46666666666667,26.53333333333333
0,Ciclesonide_1A08,0:12:00-0:13:00,126.57879166666667,2.1124648111111113,29.666666666666668,30.333333333333332
0,Ciclesonide_1A08,0:13:00-0:14:00,116.81652166666666,1.9469427666666665,27.142222222222223,32.85777777777778
0,Ciclesonide_1A08,0:14:00-0:15:00,90.06263444444444,1.5010420222222223,20.38666666666667,39.61333333333333
0,Ciclesonide_1A08,0:15:00-0:16:00,91.3273111111111,1.5241547777777777,21.38222222222222,38.617777777777775
0,Ciclesonide_1A08,0:16:00-0:17:00,88.71657933333333,1.4786103188888888,19.68,40.32
0,Ciclesonide_1A08,0:17:00-0:18:00,88.15620088888889,1.471230888888889,20.884444444444444,39.11555555555556
0,Ciclesonide_1A08,0:18:00-0:19:00,88.19000977777779,1.4698323111111111,19.844444444444445,40.15555555555555
0,Ciclesonide_1A08,0:19:00-0:20:00,86.26002,1.4376643333333332,20.026666666666667,39.97333333333333
0,Ciclesonide_1A08,0:20:00-0:21:00,87.76189333333333,1.4646509777777779,20.08888888888889,39.91111111111111
0,Ciclesonide_1A08,0:21:00-0:22:00,75.67836322222223,1.2613071244444445,17.35111111111111,42.648888888888884
0,Ciclesonide_1A08,0:22:00-0:23:00,73.51923655555555,1.225320938888889,16.155555555555555,43.84444444444445
0,Ciclesonide_1A08,0:23:00-0:24:00,63.908455555555555,1.0665645555555556,15.65777777777778,44.34222222222222
0,Ciclesonide_1A08,0:24:00-0:25:00,73.97744266666668,1.2329564333333334,16.724444444444444,43.275555555555556
0,Ciclesonide_1A08,0:25:00-0:26:00,58.672752222222215,0.9778807111111111,12.791111111111112,47.208888888888886
0,Ciclesonide_1A08,0:26:00-0:27:00,41.88205888888889,0.6989655,9.19111111111111,50.80888888888889
0,Ciclesonide_1A08,0:27:00-0:28:00,42.16850477777778,0.7028074122222222,9.822222222222223,50.17777777777778
0,Ciclesonide_1A08,0:28:00-0:29:00,42.55608,0.7092684444444445,9.702222222222222,50.29777777777778
0,Ciclesonide_1A08,0:29:00-0:30:00,38.43530855555556,0.64144396,8.826666666666666,51.17333333333333
0,Ciclesonide_1A08,0:30:00-0:31:00,21.898042222222223,0.36496752222222223,3.546666666666667,56.45333333333333
0,Ciclesonide_1A08,0:31:00-0:32:00,7.47175,0.12469539999999998,0.5155555555555555,59.48444444444445
0,Ciclesonide_1A08,0:32:00-0:33:00,5.681271555555556,0.09468768888888889,0.3333333333333333,59.666666666666664
0,Ciclesonide_1A08,0:33:00-0:34:00,4.979114444444445,0.08298526666666667,0.23555555555555557,59.76444444444444
0,Ciclesonide_1A08,0:34:00-0:35:00,7.37158888888889,0.12302391111111113,0.8311111111111111,59.16888888888889
0,Ciclesonide_1A08,0:35:00-0:36:00,6.385815333333333,0.10643044444444444,0.6444444444444444,59.35555555555556
0,Ciclesonide_1A08,0:36:00-0:37:00,6.683010111111112,0.11138369777777779,0.9644444444444444,59.03555555555556
0,Ciclesonide_1A08,0:37:00-0:38:00,4.4424030000000005,0.07413885666666667,0.0,60.0
0,Ciclesonide_1A08,0:38:00-0:39:00,4.643556666666666,0.07739266666666667,0.08888888888888889,59.91111111111112
0,Ciclesonide_1A08,0:39:00-0:40:00,8.783036666666668,0.14638407777777776,0.4977777777777778,59.50222222222222
0,Ciclesonide_1A08,0:40:00-0:41:00,63.15463444444444,1.0539819666666665,14.23111111111111,45.76888888888889
0,Ciclesonide_1A08,0:41:00-0:42:00,121.08201777777776,2.0180355999999997,27.848888888888887,32.15111111111111
0,Ciclesonide_1A08,0:42:00-0:43:00,110.95885,1.8493148888888886,27.986666666666665,32.013333333333335
0,Ciclesonide_1A08,0:43:00-0:44:00,112.49879666666668,1.8774805555555554,27.59111111111111,32.40888888888889
0,Ciclesonide_1A08,0:44:00-0:45:00,119.23448777777779,1.9872421111111112,28.93333333333333,31.06666666666667
0,Ciclesonide_1A08,0:45:00-0:46:00,109.66111,1.8301252666666668,27.306666666666665,32.693333333333335
0,Ciclesonide_1A08,0:46:00-0:47:00,101.35822,1.689305111111111,25.991111111111113,34.00888888888889
0,Ciclesonide_1A08,0:47:00-0:48:00,97.43418333333334,1.6239027111111113,23.675555555555558,36.324444444444445
0,Ciclesonide_1A08,0:48:00-0:49:00,107.57131111111111,1.7952498888888888,26.013333333333335,33.986666666666665
0,Ciclesonide_1A08,0:49:00-0:50:00,110.85381111111111,1.8475630777777776,27.577777777777776,32.422222222222224
0,Ciclesonide_1A08,0:50:00-0:51:00,31.495126666666668,0.5249187777777777,5.724444444444444,54.275555555555556
0,Ciclesonide_1A08,0:51:00-0:52:00,12.642296555555555,0.21126855888888887,1.8533333333333333,58.146666666666675
0,Ciclesonide_1A08,0:52:00-0:53:00,9.125848111111113,0.15209741,1.6266666666666665,58.373333333333335
0,Ciclesonide_1A08,0:53:00-0:54:00,3.940649222222222,0.06567744222222222,0.2088888888888889,59.791111111111114
0,Ciclesonide_1A08,0:54:00-0:55:00,3.07737,0.05135796666666667,0.035555555555555556,59.96444444444444
0,Ciclesonide_1A08,0:55:00-0:56:00,4.61357688888889,0.07689303333333333,0.12444444444444445,59.87555555555556
0,Ciclesonide_1A08,0:56:00-0:57:00,7.073215555555556,0.11788671111111111,0.30222222222222217,59.69777777777777
0,Ciclesonide_1A08,0:57:00-0:58:00,7.178833888888889,0.11980687777777778,0.7111111111111111,59.28888888888889
0,Ciclesonide_1A08,0:58:00-0:59:00,5.3447933333333335,0.08907985555555556,0.2577777777777778,59.74222222222222
0,Ciclesonide_1A08,0:59:00-1:00:00,3.609110222222222,0.06023217,0.10666666666666666,59.89333333333333
0,Ciclesonide_1A08,1:00:00-1:01:00,97.87817533333333,1.631303288888889,20.435555555555556,39.56444444444444
0,Ciclesonide_1A08,1:01:00-1:02:00,112.33197333333334,1.8721978888888888,25.959999999999997,34.04
0,Ciclesonide_1A08,1:02:00-1:03:00,117.88105855555555,1.96730696,28.284444444444446,31.715555555555554
0,Ciclesonide_1A08,1:03:00-1:04:00,119.24576666666667,1.987429888888889,28.599999999999998,31.400000000000002
0,Ciclesonide_1A08,1:04:00-1:05:00,145.6419888888889,2.4273675555555556,34.62222222222223,25.37777777777778
0,Ciclesonide_1A08,1:05:00-1:06:00,139.63230333333334,2.330312777777778,34.50666666666667,25.493333333333332
0,Ciclesonide_1A08,1:06:00-1:07:00,145.9787111111111,2.43298,34.31111111111111,25.688888888888886
0,Ciclesonide_1A08,1:07:00-1:08:00,140.20324444444446,2.3367216666666666,34.24888888888889,25.75111111111111
0,Ciclesonide_1A08,1:08:00-1:09:00,153.15702222222222,2.5560244444444447,36.23555555555556,23.764444444444443
0,Ciclesonide_1A08,1:09:00-1:10:00,125.35348888888888,2.0892255555555557,31.413333333333338,28.58666666666667
0,Ciclesonide_1A08,1:10:00-1:11:00,34.28074222222222,0.5713454444444445,6.08,53.92
0,Ciclesonide_1A08,1:11:00-1:12:00,5.110730444444444,0.08529257555555556,0.21777777777777776,59.78222222222222
0,Ciclesonide_1A08,1:12:00-1:13:00,3.951095444444445,0.06585158222222222,0.25333333333333335,59.74666666666667
0,Ciclesonide_1A08,1:13:00-1:14:00,3.866835,0.06453339888888888,0.044444444444444446,59.955555555555556
0,Ciclesonide_1A08,1:14:00-1:15:00,3.558765555555556,0.05931274444444444,0.0,60.0
0,Ciclesonide_1A08,1:15:00-1:16:00,2.589707222222222,0.04316173888888889,0.10222222222222223,59.89777777777778
0,Ciclesonide_1A08,1:16:00-1:17:00,3.2355895555555554,0.05399844555555555,0.2711111111111111,59.72888888888888
0,Ciclesonide_1A08,1:17:00-1:18:00,7.760503555555555,0.12934170222222222,1.0355555555555556,58.96444444444444
0,Ciclesonide_1A08,1:18:00-1:19:00,4.537180888888889,0.0756196511111111,0.11555555555555556,59.88444444444445
0,Ciclesonide_1A08,1:19:00-1:20:00,6.837213222222222,0.11410551111111111,0.17777777777777778,59.82222222222222
0,Ciclesonide_1A08,1:20:00-1:21:00,102.64166333333334,1.7106973444444444,22.875555555555554,37.12444444444444
0,Ciclesonide_1A08,1:21:00-1:22:00,122.01659944444444,2.0336103444444444,28.311111111111114,31.688888888888886
0,Ciclesonide_1A08,1:22:00-1:23:00,115.63509888888888,1.9298226555555555,26.986666666666665,33.013333333333335
0,Ciclesonide_1A08,1:23:00-1:24:00,119.65691666666667,1.9942830555555555,28.06222222222222,31.93777777777778
0,Ciclesonide_1A08,1:24:00-1:25:00,125.23533333333333,2.0872566666666668,31.302222222222227,28.697777777777773
0,Ciclesonide_1A08,1:25:00-1:26:00,144.33684444444444,2.4088244444444444,35.22666666666667,24.773333333333333
0,Ciclesonide_1A08,1:26:00-1:27:00,162.18177777777777,2.7030311111111107,40.13333333333333,19.866666666666664
